gc	mw
0.435897435897436	3.3216882
0.437751004016064	10.4804816
0.44331641285956	25.3690172
0.441767068273092	10.5160273
0.446078431372549	8.8057139
0.396551724137931	7.428063
0.446078431372549	8.8228121
0.442708333333333	8.8576443
0.407630522088353	21.6637825
0.348039215686274	9.0777619
0.429824561403509	10.0942073
0.437333333333333	16.6742777
0.440613026819923	11.1363977
0.517647058823529	10.2835764
0.39247311827957	8.1947818
0.452380952380952	10.8169738
0.462121212121212	50.8843414000001
0.446658364466584	196.221721700001
0.427785419532325	91.1015011
0.448780487804878	52.0741070000001
0.477282950967162	90.0629746000002
0.463479415670651	31.6589754
0.402877697841727	17.9805553
0.477611940298507	8.3219947
0.464285714285714	46.4511139
0.481884057971014	11.5483481
0.460992907801418	33.8823848
0.5	19.7853188
0.459770114942529	10.7949667
0.498020585906572	51.6646613000001
0.488567990373045	36.3659684
0.448275862068966	7.3318471
0.443430656934307	69.6853478
0.489457155675191	97.1564640999999
0.496815286624204	62.0396122
0.466666666666667	8.6257329
0.478142076502732	15.646943
0.416075650118203	18.887005
0.458333333333333	7.3250102
0.435185185185185	14.500302
0.480838756326826	60.1429168
0.486842105263158	9.99578319999999
0.4453125	17.0542886
0.447916666666667	8.1540388
0.370748299319728	12.762892
0.422885572139304	8.8677692
0.439393939393939	11.5726852
0.429718875502008	22.3257226
0.442105263157895	23.9530186
0.44047619047619	25.354205
0.455882352941176	8.7916872
0.390804597701149	7.4420897
0.443478260869565	15.5823683
0.4375	8.8106706
0.401960784313726	9.16700999999999
0.451754385964912	10.1272576
0.432	16.7243153
0.444444444444444	11.122371
0.501960784313725	10.3276074
0.424731182795699	8.2088085
0.456349206349206	10.8029471
0.468013468013468	50.4609025000001
0.432334241598547	90.2383255000001
0.447698744769874	87.3861749000001
0.459334176148335	99.6855578000002
0.443148688046647	44.1806418
0.47608024691358	103.6483007
0.476572958500669	31.4227964
0.492537313432836	8.3219516
0.466945024356298	60.8596376000001
0.428571428571429	10.1600325
0.488448844884488	12.4291637
0.463046757164404	26.3433343
