gc	mw
0.435897435897436	0.0425857461538462
0.437751004016064	0.0420902875502008
0.44331641285956	0.0429255790186125
0.441767068273092	0.0422330413654618
0.446078431372549	0.0431652642156863
0.396551724137931	0.0426900172413793
0.446078431372549	0.0432490789215686
0.442708333333333	0.0461335640625
0.407630522088353	0.0435015712851405
0.348039215686274	0.0444988328431372
0.429824561403509	0.0442728390350877
0.437333333333333	0.0444647405333333
0.440613026819923	0.0426681904214559
0.517647058823529	0.0403277505882353
0.39247311827957	0.0440579666666667
0.452380952380952	0.0429244992063492
0.462121212121212	0.0428319372053873
0.446658364466584	0.0407267998547117
0.427785419532325	0.0417705186153141
0.448780487804878	0.0423366723577236
0.477282950967162	0.040514158614485
0.463479415670651	0.0420437920318725
0.402877697841727	0.0431188376498801
0.477611940298507	0.0414029587064677
0.464285714285714	0.0425376500915751
0.481884057971014	0.041841840942029
0.460992907801418	0.0400501002364066
0.5	0.0407105325102881
0.459770114942529	0.0413600256704981
0.498020585906572	0.0409063034837689
0.488567990373045	0.0437616948255114
0.448275862068966	0.0421370522988506
0.443430656934307	0.0423876811435523
0.489457155675191	0.0435874670704351
0.496815286624204	0.043906307289455
0.466666666666667	0.0410749185714286
0.478142076502732	0.0427512103825136
0.416075650118203	0.0446501300236406
0.458333333333333	0.0436012511904762
0.435185185185185	0.0447540185185185
0.480838756326826	0.0434872861894432
0.486842105263158	0.0438411543859649
0.4453125	0.0444122098958333
0.447916666666667	0.0424689520833333
0.370748299319728	0.0434111972789115
0.422885572139304	0.0441182547263681
0.439393939393939	0.0438359287878788
0.429718875502008	0.0448307682730924
0.442105263157895	0.0420228396491228
0.44047619047619	0.0431193962585034
0.455882352941176	0.0430965058823529
0.390804597701149	0.0427706304597701
0.443478260869565	0.0451662849275362
0.4375	0.045888909375
0.401960784313726	0.0449363235294117
0.451754385964912	0.044417796491228
0.432	0.0445981741333333
0.444444444444444	0.0426144482758621
0.501960784313725	0.0405004211764706
0.424731182795699	0.0441333790322581
0.456349206349206	0.0428688376984127
0.468013468013468	0.0424755071548822
0.432334241598547	0.0409801659854678
0.447698744769874	0.0406258367735937
0.459334176148335	0.0420082418036242
0.443148688046647	0.0429355119533528
0.47608024691358	0.0399877703317902
0.476572958500669	0.0420653231593039
0.492537313432836	0.041402744278607
