gc	mw
0.435897435897436	3.3216882
0.437751004016064	10.4804816
0.44331641285956	25.3690172
0.441767068273092	10.5160273
0.446078431372549	8.8057139
0.396551724137931	7.428063
0.446078431372549	8.8228121
0.442708333333333	8.8576443
0.407630522088353	21.6637825
0.348039215686274	9.0777619
0.429824561403509	10.0942073
0.437333333333333	16.6742777
0.440613026819923	11.1363977
0.517647058823529	10.2835764
0.39247311827957	8.1947818
0.452380952380952	10.8169738
0.462121212121212	50.8843414000001
0.446658364466584	196.221721700001
0.427785419532325	91.1015011
0.448780487804878	52.0741070000001
0.477282950967162	90.0629746000002
0.463479415670651	31.6589754
0.402877697841727	17.9805553
0.477611940298507	8.3219947
0.464285714285714	46.4511139
0.481884057971014	11.5483481
0.460992907801418	33.8823848
0.5	19.7853188
0.459770114942529	10.7949667
0.498020585906572	51.6646613000001
0.488567990373045	36.3659684
0.448275862068966	7.3318471
0.443430656934307	69.6853478
0.489457155675191	97.1564640999999
0.496815286624204	62.0396122
0.466666666666667	8.6257329
0.478142076502732	15.646943
0.416075650118203	18.887005
0.458333333333333	7.3250102
0.435185185185185	14.500302
0.480838756326826	60.1429168
0.486842105263158	9.99578319999999
0.4453125	17.0542886
0.447916666666667	8.1540388
0.370748299319728	12.762892
0.422885572139304	8.8677692
0.439393939393939	11.5726852
0.429718875502008	22.3257226
0.442105263157895	23.9530186
0.44047619047619	25.354205
0.455882352941176	8.7916872
0.390804597701149	7.4420897
0.443478260869565	15.5823683
0.4375	8.8106706
0.401960784313726	9.16700999999999
0.451754385964912	10.1272576
0.432	16.7243153
0.444444444444444	11.122371
0.501960784313725	10.3276074
0.424731182795699	8.2088085
0.456349206349206	10.8029471
0.468013468013468	50.4609025000001
0.432334241598547	90.2383255000001
0.447698744769874	87.3861749000001
0.459334176148335	99.6855578000002
0.443148688046647	44.1806418
0.47608024691358	103.6483007
0.476572958500669	31.4227964
0.492537313432836	8.3219516
0.466945024356298	60.8596376000001
0.428571428571429	10.1600325
0.488448844884488	12.4291637
0.463046757164404	26.3433343
0.466973886328725	27.3932268
0.434343434343434	8.5355069
0.504065040650406	10.789012
0.465686274509804	8.7827147
0.518518518518518	16.5077473
0.483045425463852	65.0293367000002
0.487603305785124	15.5898649
0.482905982905983	29.1385314
0.449275362318841	23.4072462
0.499145299145299	23.7307149
0.469635627530364	93.2972104000002
0.459694989106754	19.832907
0.511603375527426	40.0116645
0.464720194647202	17.7451574
0.482517482517482	18.4836529
0.46831955922865	15.0593141
0.456140350877193	19.4414439
0.459770114942529	19.6474052
0.535502958579882	43.0607672
0.549333333333333	14.265345
0.468786808009423	36.1235792
0.500998003992016	43.336561
0.461728395061728	34.2300586
0.442367601246106	13.6357361
0.480782669461915	58.1874715000001
0.562130177514793	22.4037961
0.477296181630547	80.9154883000001
0.528455284552846	27.2479414
0.592592592592593	14.2428384
0.591269841269841	20.2863254
0.53125	11.411411
0.55050505050505	7.9663759
0.489981785063752	23.5484496
0.509157509157509	11.763236
0.522222222222222	11.7649827
0.46031746031746	8.350088
0.508771929824561	22.3650868
0.543010752688172	15.3802243
0.451515151515152	13.9036402
0.474683544303797	20.000224
0.495098039215686	8.6719212
0.425641025641026	8.3088772
0.407407407407407	22.8977428
0.457516339869281	13.0348934
0.479127134724858	123.2418711
0.446078431372549	26.7479232
0.458333333333333	13.6207803
0.498305084745763	36.3944034
0.469565217391304	45.143424
0.460992907801418	12.1038223
0.469314079422383	36.6170321
0.475567190226876	49.7405295
0.484732824427481	68.3892446000001
0.482456140350877	15.0857293
0.471300684570827	239.858687600001
0.508153946510111	64.5795079000001
0.459439528023599	55.9687353
0.457085828343313	21.4125903
0.47985347985348	11.7477963
0.469021065675341	69.0865634000001
0.51037851037851	31.3377484
0.489583333333333	11.8157282
0.490951546993579	73.8410453000002
0.473895582329317	11.1211389
0.518072289156627	32.4785868
0.50125313283208	16.7912243
0.527777777777778	7.4400832
0.498655913978495	65.2985178000001
0.505050505050505	50.4902819
0.477718360071301	23.4921383
0.45547385620915	107.4504543
0.499415204678363	37.6595045
0.504761904761905	9.3493918
0.491071428571429	14.3346077
0.508771929824561	22.3650868
0.531645569620253	9.7460685
0.531645569620253	9.7460685
0.508771929824561	22.3650868
0.611788617886179	21.6091033
0.56401384083045	37.5868889
0.438405797101449	12.0641296
0.520792079207921	62.8965307000001
0.382222222222222	9.7075204
0.547892720306513	10.7190112
0.56989247311828	3.5791792
0.539906103286385	8.8711004
0.542668552569543	92.2677611999999
0.51440329218107	40.5603404000001
0.491228070175439	12.5064951
0.516472868217054	45.6120313
0.528481012658228	39.1828199
0.479750778816199	14.0050809
0.47906976744186	27.3645046
0.444444444444444	15.3573493
0.447852760736196	20.0472625
0.466942148760331	61.1425266000001
0.498866213151927	18.8745079
0.571428571428571	8.4892846
0.550161812297735	11.8507344
0.509090909090909	47.6387555
0.534122955442752	71.9104264000001
0.492753623188406	13.6384511
0.442148760330579	29.3067886
0.492402659069326	82.7557800000001
0.371323529411765	34.3019248
0.522727272727273	16.9490088
0.446327683615819	7.4244764
0.479318734793187	17.9449711
0.524154589371981	17.8945827
0.534979423868313	21.2321515
0.51010101010101	8.2763849
0.527777777777778	16.6587677
0.505747126436782	7.7614039
0.539906103286385	9.1613312
0.571794871794872	16.9181793
0.575757575757576	24.4665606
0.480295566502463	52.5245017000001
0.433551198257081	19.5663808
0.457264957264957	10.1132158
0.536458333333333	8.2972005
0.536036036036036	19.4084844
0.53125	40.7895260000001
0.507692307692308	17.0296154
0.55607476635514	26.6268613
0.559284116331096	75.8023591
0.552208835341365	21.0086927
0.538461538461538	10.1839444
0.503703703703704	11.5825288
0.497716894977169	9.7315731
0.491561181434599	20.5763103
0.519774011299435	7.5793709
0.487179487179487	16.9752459
0.431034482758621	7.7062523
0.453551912568306	7.8427045
0.497435897435897	25.5826276
0.478095238095238	69.0113455000001
0.444444444444444	10.5432578
0.509485094850949	81.0555899000001
0.485347985347985	23.250161
0.472636815920398	8.5681001
0.486409155937053	30.1509174
0.430348258706468	17.7192242
0.467213114754098	15.9703994
0.481338481338481	34.3897315
0.440251572327044	6.9748341
0.494444444444444	23.7210296
0.458333333333333	18.0806545
0.49238845144357	83.1747948
0.480842911877395	22.5457998
0.472103004291845	30.1737086
0.471861471861472	10.4384335
0.504065040650406	10.789012
0.52536231884058	12.2100437
0.486454652532391	35.0876707
0.47909604519774	37.1945169
0.466666666666667	12.847983
0.50251256281407	26.745154
0.358208955223881	8.3076649
0.396491228070175	12.1492552
0.508393285371703	17.007126
0.430894308943089	10.6565557
0.383838383838384	8.5894776
0.388392857142857	29.5318008
0.371308016877637	10.5272285
0.419454770755886	71.5802306
0.437367303609342	20.3155963
0.444444444444444	10.2601246
0.37	13.1225119
0.447520184544406	38.4818795
0.411458333333333	25.2894683
0.417417417417417	14.3146567
0.397530864197531	17.9903297
0.370892018779343	9.306022
0.468253968253968	15.9036493
0.419191919191919	8.3546871
0.435897435897436	22.4805711
0.408914728682171	22.5062603
0.402035623409669	16.5886517
0.441176470588235	8.5427756
0.463276836158192	7.3883845
0.492857142857143	18.0904796
0.405882352941176	21.9070573
0.401960784313726	45.8714483
0.514018691588785	12.5006914
0.46078431372549	13.0078248
0.455511288180611	118.9775123
0.420434227330779	167.915270100001
0.381322957198444	65.8172733
0.39922480620155	65.8337754000001
0.448979591836735	18.1077153
0.408902691511387	83.3143394000001
0.43317230273752	27.0212716
0.385281385281385	9.6544802
0.441860465116279	5.1869785
0.452107279693487	10.5232298
0.451770451770452	35.3849957
0.434782608695652	33.6995567
0.414814814814815	11.6460959
